revol_bal,home_ownership,verification_status,emp_length,dti,annual_inc,output
8451,RENT,Verified,1,28.95,30000.0,Non-Defaulters
0,MORTGAGE,Not Verified,5,10.61,63000.0,Defaulters
9462,RENT,Verified,10,28.76,100000.0,Non-Defaulters
8087,MORTGAGE,Verified,7,12.03,49000.0,Non-Defaulters
13424,MORTGAGE,Verified,4,11.9,83600.0,Non-Defaulters
27911,MORTGAGE,Verified,6,22.2,127000.0,Non-Defaulters
14318,MORTGAGE,Not Verified,10,17.46,83000.0,Non-Defaulters
3072,OWN,Source Verified,2,9.18,70000.0,Non-Defaulters
4609,MORTGAGE,Verified,10,22.18,33000.0,Non-Defaulters
9738,OWN,Not Verified,2,20.06,42000.0,Defaulters
6310,MORTGAGE,Not Verified,10,7.87,73000.0,Defaulters
25443,OWN,Verified,10,18.22,43200.0,Non-Defaulters
22634,MORTGAGE,Not Verified,1,24.68,55000.0,Defaulters
6935,RENT,Verified,10,7.06,58000.0,Non-Defaulters
4448,OWN,Source Verified,2,31.2,40000.0,Defaulters
9653,MORTGAGE,Source Verified,3,17.62,47000.0,Defaulters
21965,MORTGAGE,Verified,,12.74,126000.0,Non-Defaulters
5624,MORTGAGE,Verified,10,1.69,120000.0,Non-Defaulters
6256,RENT,Source Verified,2,13.57,77000.0,Non-Defaulters
20153,RENT,Source Verified,1,20.66,52000.0,Non-Defaulters
6471,MORTGAGE,Source Verified,6,27.25,53724.0,Non-Defaulters
19506,MORTGAGE,Not Verified,2,23.11,83000.0,Non-Defaulters
7360,MORTGAGE,Source Verified,6,32.61,45000.0,Non-Defaulters
6470,OWN,Verified,10,12.81,110000.0,Non-Defaulters
12261,RENT,Not Verified,10,16.27,18000.0,Defaulters
16213,RENT,Source Verified,1,17.82,65000.0,Non-Defaulters
31970,MORTGAGE,Source Verified,3,23.71,102173.0,Non-Defaulters
23723,MORTGAGE,Not Verified,3,15.16,95000.0,Non-Defaulters
3755,MORTGAGE,Source Verified,5,2.83,47000.0,Non-Defaulters
59895,MORTGAGE,Verified,10,19.9,109000.0,Non-Defaulters
4946,RENT,Not Verified,10,24.9,24000.0,Non-Defaulters
5739,RENT,Source Verified,2,24.24,45000.0,Non-Defaulters
11979,MORTGAGE,Verified,1,28.85,74000.0,Non-Defaulters
5757,RENT,Source Verified,3,13.83,48000.0,Non-Defaulters
15068,RENT,Verified,2,27.05,80000.0,Non-Defaulters
7897,RENT,Not Verified,10,4.62,76554.0,Non-Defaulters
37175,MORTGAGE,Verified,10,23.86,51646.0,Defaulters
47957,OWN,Source Verified,10,27.54,105000.0,Non-Defaulters
12000,RENT,Source Verified,1,21.68,45000.0,Non-Defaulters
27603,MORTGAGE,Source Verified,4,19.64,88000.0,Non-Defaulters
0,MORTGAGE,Not Verified,5,0.0,45000.0,Non-Defaulters
11142,RENT,Not Verified,2,10.96,66000.0,Non-Defaulters
7163,MORTGAGE,Source Verified,10,13.78,73000.0,Non-Defaulters
4498,OWN,Source Verified,10,3.66,77000.0,Non-Defaulters
1723,RENT,Verified,,16.36,54000.0,Defaulters
1788,RENT,Not Verified,5,13.35,30028.8,Non-Defaulters
3610,RENT,Verified,6,4.68,72000.0,Non-Defaulters
17182,MORTGAGE,Source Verified,6,19.51,50000.0,Non-Defaulters
10145,RENT,Not Verified,7,12.39,104728.0,Non-Defaulters
3775,MORTGAGE,Verified,10,25.77,36000.0,Defaulters
16728,RENT,Verified,5,7.18,74371.6,Non-Defaulters
4789,RENT,Verified,5,16.68,30000.0,Non-Defaulters
6002,RENT,Not Verified,1,35.47,34000.0,Non-Defaulters
8404,RENT,Verified,1,34.35,16000.0,Non-Defaulters
28541,RENT,Verified,6,22.24,60000.0,Non-Defaulters
22425,MORTGAGE,Source Verified,1,18.68,81000.0,Non-Defaulters
6517,MORTGAGE,Verified,10,24.06,65000.0,Non-Defaulters
14113,MORTGAGE,Verified,1,19.65,135000.0,Non-Defaulters
16520,MORTGAGE,Source Verified,8,29.64,50000.0,Non-Defaulters
7017,RENT,Not Verified,8,5.85,51040.0,Defaulters
3981,RENT,Source Verified,10,19.29,40000.0,Non-Defaulters
10949,RENT,Not Verified,1,19.11,40000.0,Defaulters
5768,OWN,Not Verified,,1.93,90000.0,Non-Defaulters
7880,MORTGAGE,Not Verified,2,4.56,50000.0,Non-Defaulters
12593,RENT,Verified,1,20.6,54000.0,Defaulters
11240,RENT,Source Verified,10,21.46,50000.0,Non-Defaulters
14220,MORTGAGE,Source Verified,5,18.21,45000.0,Non-Defaulters
6228,MORTGAGE,Source Verified,2,19.44,25500.0,Non-Defaulters
16662,RENT,Source Verified,2,13.29,80000.0,Defaulters
25434,RENT,Not Verified,2,12.91,170000.0,Defaulters
46521,MORTGAGE,Verified,1,19.78,95000.0,Defaulters
20063,RENT,Not Verified,10,21.04,38000.0,Non-Defaulters
36824,MORTGAGE,Verified,6,32.52,110000.0,Defaulters
13023,MORTGAGE,Source Verified,5,10.52,72000.0,Non-Defaulters
10548,RENT,Verified,10,34.56,47000.0,Non-Defaulters
10379,RENT,Source Verified,1,14.24,58240.0,Non-Defaulters
2980,MORTGAGE,Not Verified,4,14.94,60000.0,Non-Defaulters
7757,RENT,Not Verified,4,2.37,60782.0,Non-Defaulters
3969,RENT,Source Verified,3,16.94,35000.0,Non-Defaulters
6113,OWN,Not Verified,1,29.08,35000.0,Non-Defaulters
24057,RENT,Verified,3,25.75,106600.0,Non-Defaulters
8898,RENT,Verified,10,4.28,150000.0,Non-Defaulters
7249,RENT,Source Verified,10,16.33,35000.0,Non-Defaulters
28001,MORTGAGE,Verified,10,9.46,350000.0,Non-Defaulters
28825,OWN,Verified,4,25.98,60000.0,Defaulters
0,OWN,Not Verified,10,8.18,44000.0,Non-Defaulters
1586,MORTGAGE,Not Verified,2,0.91,54000.0,Non-Defaulters
6412,RENT,Not Verified,6,5.97,37000.0,Non-Defaulters
18388,RENT,Verified,5,27.43,58000.0,Non-Defaulters
7719,MORTGAGE,Verified,10,19.38,65770.0,Non-Defaulters
7337,RENT,Source Verified,9,13.74,112000.0,Non-Defaulters
3113,MORTGAGE,Not Verified,10,2.42,62000.0,Non-Defaulters
2760,RENT,Not Verified,10,15.11,42000.0,Defaulters
29005,RENT,Verified,10,24.06,72000.0,Non-Defaulters
7190,MORTGAGE,Source Verified,10,9.83,75600.0,Non-Defaulters
21226,MORTGAGE,Not Verified,4,5.08,100000.0,Non-Defaulters
21306,RENT,Verified,1,17.62,67000.0,Non-Defaulters
15394,OWN,Source Verified,10,11.31,52000.0,Non-Defaulters
22604,MORTGAGE,Source Verified,10,28.95,91600.0,Non-Defaulters
5788,RENT,Not Verified,5,18.83,45000.0,Non-Defaulters
2946,MORTGAGE,Source Verified,3,24.49,35000.0,Non-Defaulters
5879,RENT,Verified,7,30.75,33100.0,Defaulters
5468,RENT,Verified,5,22.23,48744.0,Defaulters
11561,MORTGAGE,Verified,10,21.65,66000.0,Non-Defaulters
13824,RENT,Not Verified,6,27.86,60000.0,Non-Defaulters
14465,RENT,Source Verified,2,25.6,84899.0,Non-Defaulters
41807,MORTGAGE,Source Verified,10,29.68,45000.0,Non-Defaulters
19562,MORTGAGE,Source Verified,10,9.4,106000.0,Non-Defaulters
9675,MORTGAGE,Verified,2,28.06,70700.0,Non-Defaulters
8166,RENT,Source Verified,2,20.65,48000.0,Defaulters
2023,MORTGAGE,Not Verified,1,23.96,135000.0,Non-Defaulters
7316,MORTGAGE,Not Verified,1,18.0,78000.0,Non-Defaulters
14577,MORTGAGE,Source Verified,8,20.21,44000.0,Non-Defaulters
4590,RENT,Source Verified,5,4.43,41000.0,Defaulters
9087,RENT,Source Verified,3,3.97,120000.0,Non-Defaulters
0,MORTGAGE,Verified,10,13.76,80000.0,Non-Defaulters
9603,OWN,Verified,5,30.36,30000.0,Non-Defaulters
7033,RENT,Not Verified,10,4.17,58000.0,Defaulters
22462,RENT,Verified,6,13.83,47500.0,Non-Defaulters
5910,RENT,Not Verified,1,17.34,29000.0,Non-Defaulters
9138,RENT,Verified,4,15.96,130000.0,Non-Defaulters
18078,RENT,Source Verified,10,16.93,48000.0,Non-Defaulters
9471,RENT,Not Verified,10,13.12,75000.0,Non-Defaulters
13095,MORTGAGE,Source Verified,5,14.22,72000.0,Non-Defaulters
31292,MORTGAGE,Source Verified,7,20.52,64500.0,Defaulters
11154,RENT,Source Verified,5,7.84,70596.0,Defaulters
8657,RENT,Source Verified,1,28.79,28500.0,Non-Defaulters
70685,MORTGAGE,Not Verified,1,15.07,120000.0,Non-Defaulters
14847,RENT,Source Verified,1,31.4,30000.0,Non-Defaulters
23673,OWN,Not Verified,9,29.66,63000.0,Defaulters
10693,MORTGAGE,Not Verified,2,20.7,63691.0,Non-Defaulters
21464,MORTGAGE,Not Verified,5,26.26,58000.0,Non-Defaulters
8725,MORTGAGE,Source Verified,10,10.11,102000.0,Non-Defaulters
2067,RENT,Verified,1,19.51,55000.0,Non-Defaulters
22846,RENT,Not Verified,10,24.91,60000.0,Non-Defaulters
7977,OWN,Source Verified,6,18.7,62500.0,Non-Defaulters
15603,MORTGAGE,Verified,7,17.51,90480.0,Non-Defaulters
12393,RENT,Not Verified,10,6.67,84000.0,Non-Defaulters
10022,OWN,Source Verified,3,15.19,70000.0,Non-Defaulters
8208,MORTGAGE,Not Verified,6,25.69,112000.0,Non-Defaulters
21011,MORTGAGE,Source Verified,10,10.89,71000.0,Non-Defaulters
18008,RENT,Not Verified,9,15.0,48000.0,Non-Defaulters
5183,RENT,Not Verified,5,6.78,32500.0,Non-Defaulters
10963,RENT,Source Verified,3,5.89,100000.0,Non-Defaulters
3052,RENT,Source Verified,2,15.64,86000.0,Non-Defaulters
22171,RENT,Source Verified,1,7.47,130000.0,Non-Defaulters
9529,MORTGAGE,Source Verified,1,12.55,87000.0,Non-Defaulters
18156,RENT,Verified,10,18.96,55000.0,Non-Defaulters
7069,RENT,Not Verified,4,13.64,30000.0,Defaulters
5375,RENT,Not Verified,10,23.53,35000.0,Non-Defaulters
9777,MORTGAGE,Verified,1,17.68,75000.0,Non-Defaulters
9240,RENT,Source Verified,4,13.37,55000.0,Non-Defaulters
2191,RENT,Source Verified,1,14.2,30000.0,Defaulters
12594,MORTGAGE,Source Verified,10,16.87,70000.0,Non-Defaulters
17327,MORTGAGE,Verified,5,22.43,55000.0,Defaulters
7790,MORTGAGE,Source Verified,2,22.66,42000.0,Non-Defaulters
8653,RENT,Verified,1,21.6,66000.0,Non-Defaulters
3060,RENT,Not Verified,1,1.36,85000.0,Non-Defaulters
15396,RENT,Source Verified,3,9.66,61000.0,Non-Defaulters
24572,MORTGAGE,Source Verified,5,20.5,59900.0,Non-Defaulters
3393,RENT,Not Verified,8,20.57,90000.0,Non-Defaulters
21892,MORTGAGE,Verified,4,21.08,72000.0,Non-Defaulters
10111,RENT,Not Verified,6,16.61,80000.0,Non-Defaulters
7391,RENT,Verified,6,19.82,70000.0,Non-Defaulters
4238,RENT,Not Verified,10,18.12,51000.0,Non-Defaulters
6654,MORTGAGE,Not Verified,10,20.59,80000.0,Non-Defaulters
2308,MORTGAGE,Not Verified,7,8.99,69000.0,Non-Defaulters
12851,OWN,Source Verified,6,11.19,38272.0,Non-Defaulters
9699,RENT,Verified,1,7.26,40000.0,Non-Defaulters
9802,RENT,Verified,1,19.04,80000.0,Defaulters
29740,MORTGAGE,Source Verified,10,7.54,105000.0,Defaulters
27044,MORTGAGE,Source Verified,3,13.07,105000.0,Non-Defaulters
15723,MORTGAGE,Source Verified,10,8.63,150000.0,Non-Defaulters
9333,RENT,Not Verified,2,26.86,48500.0,Non-Defaulters
27103,RENT,Source Verified,10,14.01,90000.0,Non-Defaulters
7689,RENT,Not Verified,2,5.82,26000.0,Defaulters
5742,MORTGAGE,Not Verified,4,19.02,60000.0,Non-Defaulters
29830,MORTGAGE,Source Verified,2,10.66,153000.0,Non-Defaulters
21629,MORTGAGE,Source Verified,10,8.73,225000.0,Defaulters
24128,MORTGAGE,Verified,9,14.07,82400.0,Non-Defaulters
13449,MORTGAGE,Not Verified,10,6.59,85000.0,Non-Defaulters
2264,RENT,Source Verified,1,10.28,46000.0,Non-Defaulters
537,RENT,Not Verified,1,9.68,30000.0,Non-Defaulters
4673,MORTGAGE,Not Verified,7,22.5,66000.0,Non-Defaulters
20028,MORTGAGE,Not Verified,7,17.84,45000.0,Non-Defaulters
30271,MORTGAGE,Source Verified,10,14.86,81000.0,Non-Defaulters
33887,MORTGAGE,Source Verified,9,9.62,158000.0,Non-Defaulters
3631,OWN,Verified,,8.1,20748.0,Non-Defaulters
6504,MORTGAGE,Source Verified,10,2.25,100000.0,Non-Defaulters
16987,MORTGAGE,Source Verified,10,26.2,53000.0,Non-Defaulters
26573,RENT,Verified,9,22.58,60000.0,Non-Defaulters
7517,RENT,Source Verified,6,8.29,45000.0,Defaulters
5372,MORTGAGE,Verified,5,28.85,72000.0,Non-Defaulters
14033,MORTGAGE,Source Verified,4,11.31,92000.0,Defaulters
21591,MORTGAGE,Not Verified,8,17.48,81000.0,Defaulters
7876,OWN,Source Verified,4,3.31,45000.0,Non-Defaulters
14064,RENT,Source Verified,1,7.14,60000.0,Non-Defaulters
1218,MORTGAGE,Not Verified,3,18.67,50000.0,Non-Defaulters
25717,MORTGAGE,Verified,5,22.72,57000.0,Non-Defaulters
11481,MORTGAGE,Source Verified,,6.74,52000.0,Non-Defaulters
9023,RENT,Verified,10,10.77,41000.0,Non-Defaulters
10962,MORTGAGE,Verified,2,33.05,32966.0,Non-Defaulters
2904,MORTGAGE,Not Verified,10,25.63,48000.0,Non-Defaulters
2853,RENT,Not Verified,3,23.18,26000.0,Defaulters
30912,MORTGAGE,Verified,2,9.34,132000.0,Defaulters
2138,OWN,Source Verified,,2.66,55000.0,Non-Defaulters
8242,MORTGAGE,Source Verified,6,14.47,55000.0,Non-Defaulters
4228,RENT,Source Verified,2,12.08,57000.0,Defaulters
10629,RENT,Not Verified,6,21.2,45000.0,Non-Defaulters
7774,MORTGAGE,Verified,10,15.77,115956.0,Non-Defaulters
12345,MORTGAGE,Not Verified,3,6.25,115000.0,Non-Defaulters
4800,MORTGAGE,Not Verified,8,2.64,54000.0,Non-Defaulters
19697,RENT,Not Verified,1,16.89,93000.0,Non-Defaulters
7228,RENT,Source Verified,3,6.84,160000.0,Defaulters
11026,RENT,Verified,10,8.46,86523.0,Non-Defaulters
8778,RENT,Verified,,21.96,26664.0,Non-Defaulters
5082,MORTGAGE,Verified,7,6.33,36000.0,Non-Defaulters
16850,MORTGAGE,Not Verified,1,12.24,60000.0,Non-Defaulters
32088,MORTGAGE,Not Verified,1,15.69,108000.0,Non-Defaulters
3473,MORTGAGE,Verified,5,25.63,42000.0,Defaulters
11484,MORTGAGE,Verified,2,11.01,170000.0,Non-Defaulters
10423,OWN,Verified,,25.17,61665.0,Defaulters
7261,RENT,Verified,5,18.64,38500.0,Non-Defaulters
7028,RENT,Verified,2,21.7,46000.0,Non-Defaulters
1295,OWN,Source Verified,1,26.93,36000.0,Non-Defaulters
5514,RENT,Source Verified,4,16.5,24000.0,Non-Defaulters
22600,MORTGAGE,Not Verified,10,24.68,62500.0,Non-Defaulters
13572,RENT,Not Verified,3,22.86,68298.0,Non-Defaulters
4194,RENT,Source Verified,9,8.15,63000.0,Non-Defaulters
21845,RENT,Not Verified,1,6.32,104000.0,Non-Defaulters
4979,RENT,Not Verified,8,18.32,35000.0,Non-Defaulters
18458,MORTGAGE,Verified,9,21.12,49005.0,Defaulters
7486,RENT,Verified,10,23.85,32000.0,Non-Defaulters
10215,OWN,Source Verified,4,16.88,65000.0,Non-Defaulters
20821,MORTGAGE,Source Verified,10,22.13,55000.0,Non-Defaulters
13027,OWN,Source Verified,2,27.38,37000.0,Defaulters
141651,MORTGAGE,Verified,1,27.38,120000.0,Non-Defaulters
970,MORTGAGE,Verified,10,9.8,41000.0,Defaulters
17474,MORTGAGE,Verified,10,27.6,79000.0,Defaulters
450,MORTGAGE,Verified,6,8.43,90000.0,Defaulters
26157,RENT,Source Verified,10,26.63,91936.0,Non-Defaulters
2216,RENT,Not Verified,3,26.35,20000.0,Non-Defaulters
55968,OWN,Not Verified,10,14.16,73500.0,Non-Defaulters
6083,RENT,Not Verified,4,19.96,30240.0,Defaulters
25002,MORTGAGE,Source Verified,10,19.41,65000.0,Non-Defaulters
1553,RENT,Source Verified,1,1.53,65004.0,Non-Defaulters
14367,MORTGAGE,Verified,4,12.71,103000.0,Non-Defaulters
9243,MORTGAGE,Verified,7,5.68,54100.0,Non-Defaulters
13753,RENT,Verified,10,15.18,74000.0,Non-Defaulters
12832,RENT,Source Verified,2,13.9,67000.0,Non-Defaulters
4879,RENT,Source Verified,8,6.75,40000.0,Non-Defaulters
25220,RENT,Not Verified,10,29.5,53000.0,Defaulters
13088,MORTGAGE,Not Verified,2,9.96,43000.0,Non-Defaulters
40084,MORTGAGE,Verified,10,15.86,80000.0,Non-Defaulters
3848,RENT,Not Verified,10,4.78,48000.0,Non-Defaulters
21102,RENT,Not Verified,1,12.4,78000.0,Defaulters
59540,MORTGAGE,Not Verified,2,15.97,119400.0,Non-Defaulters
2705,RENT,Source Verified,6,39.45,14000.0,Non-Defaulters
18672,RENT,Not Verified,4,6.97,89000.0,Non-Defaulters
30447,RENT,Verified,7,27.24,60000.0,Non-Defaulters
4743,RENT,Source Verified,1,12.63,62400.0,Non-Defaulters
32510,MORTGAGE,Source Verified,10,24.98,95000.0,Non-Defaulters
15121,MORTGAGE,Source Verified,10,24.71,54000.0,Non-Defaulters
8187,MORTGAGE,Verified,10,21.18,74000.0,Defaulters
21383,MORTGAGE,Source Verified,2,9.39,152000.0,Non-Defaulters
8817,RENT,Source Verified,10,26.24,45000.0,Non-Defaulters
14181,MORTGAGE,Verified,6,18.55,85000.0,Non-Defaulters
8476,MORTGAGE,Not Verified,7,15.09,84948.0,Non-Defaulters
3953,MORTGAGE,Verified,10,28.5,54114.0,Non-Defaulters
10310,RENT,Verified,,17.31,19200.0,Non-Defaulters
24373,MORTGAGE,Verified,10,24.76,64500.0,Non-Defaulters
3964,RENT,Verified,10,12.93,55200.0,Defaulters
14306,RENT,Source Verified,1,23.37,40000.0,Defaulters
4457,MORTGAGE,Verified,10,19.13,91000.0,Non-Defaulters
19891,MORTGAGE,Verified,4,27.06,56000.0,Defaulters
7631,RENT,Verified,4,14.47,46032.0,Non-Defaulters
13366,RENT,Not Verified,1,12.58,39500.0,Non-Defaulters
18202,RENT,Verified,10,22.94,26000.0,Defaulters
7298,MORTGAGE,Not Verified,4,8.33,72500.0,Non-Defaulters
484,RENT,Verified,4,29.8,60000.0,Non-Defaulters
4053,MORTGAGE,Not Verified,8,10.34,52000.0,Non-Defaulters
28860,OTHER,Not Verified,10,20.28,92000.0,Non-Defaulters
2701,OWN,Verified,,7.58,18370.0,Non-Defaulters
23992,MORTGAGE,Verified,10,32.27,65000.0,Non-Defaulters
11533,OWN,Not Verified,10,39.53,50000.0,Non-Defaulters
16731,OWN,Not Verified,2,16.18,31000.0,Non-Defaulters
33085,MORTGAGE,Verified,3,10.14,150000.0,Non-Defaulters
19294,MORTGAGE,Source Verified,3,19.12,75000.0,Non-Defaulters
3025,RENT,Not Verified,4,14.64,19586.0,Non-Defaulters
3673,RENT,Verified,3,31.21,22000.0,Defaulters
13193,RENT,Not Verified,4,18.83,45000.0,Non-Defaulters
14409,RENT,Source Verified,6,18.01,70000.0,Non-Defaulters
1395,OWN,Verified,5,6.37,42000.0,Non-Defaulters
36170,MORTGAGE,Source Verified,10,15.18,185000.0,Non-Defaulters
11566,RENT,Source Verified,2,14.16,80000.0,Non-Defaulters
0,MORTGAGE,Source Verified,2,11.49,70000.0,Non-Defaulters
20296,MORTGAGE,Verified,10,5.52,52000.0,Non-Defaulters
7733,RENT,Not Verified,3,18.84,50000.0,Non-Defaulters
6261,MORTGAGE,Verified,5,19.1,95000.0,Non-Defaulters
1338,RENT,Not Verified,5,24.9,63091.0,Defaulters
5153,RENT,Not Verified,5,23.88,78900.0,Non-Defaulters
10650,MORTGAGE,Source Verified,10,18.97,57000.0,Non-Defaulters
5570,MORTGAGE,Not Verified,4,13.14,75000.0,Non-Defaulters
13153,RENT,Source Verified,10,17.7,100000.0,Non-Defaulters
0,MORTGAGE,Verified,3,8.15,70000.0,Non-Defaulters
35354,MORTGAGE,Source Verified,10,30.69,42000.0,Defaulters
14423,MORTGAGE,Verified,10,18.83,75000.0,Non-Defaulters
28421,MORTGAGE,Verified,10,30.05,82000.0,Non-Defaulters
2885,RENT,Source Verified,6,8.15,29004.0,Non-Defaulters
16671,RENT,Not Verified,10,12.34,52000.0,Non-Defaulters
25126,MORTGAGE,Source Verified,10,15.3,75000.0,Non-Defaulters
14261,MORTGAGE,Source Verified,10,11.15,75000.0,Non-Defaulters
15547,RENT,Verified,10,33.11,78000.0,Non-Defaulters
1539,RENT,Verified,6,20.02,117000.0,Non-Defaulters
8028,RENT,Verified,2,25.23,52852.0,Non-Defaulters
19826,RENT,Verified,2,13.35,80000.0,Defaulters
4612,RENT,Verified,,20.04,30000.0,Defaulters
6392,RENT,Not Verified,2,6.13,56500.0,Non-Defaulters
8835,OWN,Not Verified,5,14.44,42000.0,Non-Defaulters
4070,MORTGAGE,Verified,10,10.58,110000.0,Non-Defaulters
4526,OWN,Source Verified,1,1.97,84200.0,Non-Defaulters
21309,MORTGAGE,Verified,3,5.94,69025.0,Defaulters
40113,MORTGAGE,Not Verified,1,6.38,72000.0,Non-Defaulters
1210,MORTGAGE,Verified,10,2.53,57000.0,Defaulters
6045,RENT,Source Verified,10,19.77,36000.0,Non-Defaulters
13197,MORTGAGE,Not Verified,7,16.52,52000.0,Non-Defaulters
31530,RENT,Source Verified,10,16.01,80000.0,Defaulters
19049,MORTGAGE,Verified,10,26.13,85000.0,Non-Defaulters
11128,MORTGAGE,Not Verified,6,3.71,250568.0,Non-Defaulters
7828,RENT,Not Verified,3,7.26,80000.0,Non-Defaulters
9958,MORTGAGE,Source Verified,5,10.18,101000.0,Non-Defaulters
5968,RENT,Source Verified,5,3.65,51600.0,Non-Defaulters
11965,OWN,Not Verified,1,13.23,40000.0,Non-Defaulters
10088,OWN,Verified,,20.67,45760.0,Non-Defaulters
1113,RENT,Verified,,29.58,45600.0,Non-Defaulters
15288,MORTGAGE,Verified,4,10.18,169000.0,Non-Defaulters
10835,MORTGAGE,Source Verified,10,4.0,100000.0,Non-Defaulters
44009,MORTGAGE,Verified,2,16.48,82000.0,Non-Defaulters
5915,RENT,Not Verified,2,25.21,45000.0,Non-Defaulters
48624,MORTGAGE,Not Verified,10,23.69,80000.0,Defaulters
10479,RENT,Source Verified,8,11.56,70000.0,Non-Defaulters
11156,MORTGAGE,Verified,10,22.82,52000.0,Non-Defaulters
3567,MORTGAGE,Not Verified,6,19.11,64500.0,Non-Defaulters
14255,MORTGAGE,Verified,7,17.01,90000.0,Defaulters
4708,RENT,Not Verified,4,8.7,32000.0,Non-Defaulters
8575,MORTGAGE,Source Verified,10,7.82,30000.0,Non-Defaulters
4251,MORTGAGE,Not Verified,6,3.17,42000.0,Non-Defaulters
727,MORTGAGE,Source Verified,8,2.26,200000.0,Non-Defaulters
8256,RENT,Not Verified,10,23.76,29000.0,Defaulters
14265,MORTGAGE,Verified,6,17.24,102000.0,Non-Defaulters
21578,RENT,Verified,10,30.9,57000.0,Non-Defaulters
48703,MORTGAGE,Not Verified,1,11.29,47000.0,Non-Defaulters
16241,RENT,Not Verified,10,16.51,25000.0,Non-Defaulters
7236,MORTGAGE,Source Verified,10,31.1,61900.0,Non-Defaulters
5166,MORTGAGE,Not Verified,1,22.32,50000.0,Defaulters
21950,RENT,Not Verified,5,18.62,89000.0,Non-Defaulters
14880,MORTGAGE,Not Verified,4,21.38,50000.0,Non-Defaulters
16368,MORTGAGE,Not Verified,10,16.57,120000.0,Non-Defaulters
13277,MORTGAGE,Verified,10,16.93,75000.0,Non-Defaulters
5052,RENT,Not Verified,7,1.37,90000.0,Non-Defaulters
8289,RENT,Verified,10,14.9,43000.0,Non-Defaulters
6486,RENT,Not Verified,5,13.41,46000.0,Non-Defaulters
18887,MORTGAGE,Verified,10,15.23,85000.0,Non-Defaulters
6868,RENT,Source Verified,1,12.3,72000.0,Non-Defaulters
20751,MORTGAGE,Verified,2,32.2,60000.0,Non-Defaulters
12840,MORTGAGE,Verified,10,20.13,77256.0,Non-Defaulters
11250,RENT,Source Verified,1,3.82,60000.0,Non-Defaulters
20223,MORTGAGE,Source Verified,1,20.31,75000.0,Non-Defaulters
33188,MORTGAGE,Verified,8,25.11,52000.0,Defaulters
950,RENT,Not Verified,4,5.28,65000.0,Non-Defaulters
3613,OWN,Not Verified,6,9.76,15500.0,Defaulters
3483,RENT,Verified,3,12.81,65000.0,Non-Defaulters
8602,RENT,Not Verified,9,10.66,87000.0,Non-Defaulters
3343,MORTGAGE,Source Verified,5,20.42,25000.0,Non-Defaulters
4963,RENT,Not Verified,2,16.6,48000.0,Defaulters
2126,RENT,Not Verified,5,1.76,30000.0,Defaulters
4985,RENT,Source Verified,5,10.63,29000.0,Non-Defaulters
8796,RENT,Not Verified,1,8.18,50000.0,Non-Defaulters
6254,MORTGAGE,Not Verified,4,7.68,40000.0,Non-Defaulters
10107,MORTGAGE,Verified,10,26.82,37000.0,Non-Defaulters
20473,MORTGAGE,Source Verified,8,9.63,116000.0,Non-Defaulters
1985,OWN,Verified,10,17.28,108000.0,Non-Defaulters
8202,MORTGAGE,Not Verified,2,17.45,60000.0,Non-Defaulters
4645,RENT,Source Verified,3,6.36,121000.0,Non-Defaulters
8807,RENT,Source Verified,1,7.79,65000.0,Non-Defaulters
12114,MORTGAGE,Not Verified,5,14.63,63000.0,Non-Defaulters
22319,MORTGAGE,Not Verified,7,15.49,52000.0,Non-Defaulters
6781,RENT,Source Verified,6,11.13,33000.0,Non-Defaulters
18571,RENT,Verified,5,27.84,60000.0,Non-Defaulters
20276,OWN,Verified,6,27.62,54000.0,Non-Defaulters
8312,MORTGAGE,Not Verified,10,8.43,45000.0,Non-Defaulters
3741,MORTGAGE,Verified,10,9.88,170000.0,Non-Defaulters
0,RENT,Verified,5,23.61,55789.0,Defaulters
34290,MORTGAGE,Source Verified,8,17.59,114000.0,Defaulters
19578,MORTGAGE,Source Verified,10,15.7,91000.0,Non-Defaulters
12941,RENT,Source Verified,4,5.01,45000.0,Non-Defaulters
8684,RENT,Source Verified,1,27.0,10000.0,Non-Defaulters
6722,MORTGAGE,Verified,,24.82,39000.0,Non-Defaulters
5487,RENT,Verified,2,23.08,9100.0,Non-Defaulters
6768,RENT,Not Verified,1,12.03,37500.0,Non-Defaulters
17014,OWN,Not Verified,4,17.83,35000.0,Defaulters
50503,MORTGAGE,Verified,10,24.33,48000.0,Non-Defaulters
11970,MORTGAGE,Not Verified,6,28.23,46000.0,Non-Defaulters
11506,RENT,Verified,3,14.64,50000.0,Non-Defaulters
423,OWN,Source Verified,10,13.79,45000.0,Non-Defaulters
70866,MORTGAGE,Verified,10,28.62,100000.0,Non-Defaulters
12346,RENT,Not Verified,1,16.2,80000.0,Non-Defaulters
2956,RENT,Verified,,10.73,9732.0,Non-Defaulters
5236,RENT,Not Verified,10,5.91,51000.0,Non-Defaulters
11216,MORTGAGE,Not Verified,6,31.46,51000.0,Non-Defaulters
27985,RENT,Not Verified,7,19.11,76796.0,Non-Defaulters
18777,RENT,Not Verified,5,33.88,35000.0,Defaulters
13917,RENT,Source Verified,1,9.06,47000.0,Non-Defaulters
8216,RENT,Not Verified,10,27.07,72500.0,Non-Defaulters
29733,MORTGAGE,Verified,10,24.51,97000.0,Non-Defaulters
13053,RENT,Verified,10,9.2,66000.0,Non-Defaulters
